,RATING,VERIFIED_PURCHASE,NUM_NOUNS,NUM_VERBS,NUM_ADJECTIVES,NUM_ADVERBS,REVIEW_LENGTH,SENTIMENT_SCORE,TITLE_LENGTH,AVERAGE_RATING,RATING_DEVIATION,NUM_REVIEWS,READABILITY_FRE,SENTIMENT_CATEGORY_ENCODED,RATING_CATEGORY_ENCODED,COHERENT_ENCODED,AVG_WORD_LENGTH,LABEL_ENCODED
64,1,0,20,29,11,10,676,0.4003,12,1.0,0.0,1,33.93,1,0,0,4.532258064516129,0
65,4,0,7,15,3,4,239,-0.4939,21,2.5,1.5,2,87.05,0,1,0,4.333333333333333,0
66,2,0,18,16,6,5,350,0.6705,12,2.0,0.0,1,55.92,1,0,0,4.625,0
67,4,1,8,14,9,4,330,0.9186,12,4.0,0.0,1,49.49,1,1,1,4.933333333333334,0
68,4,0,11,15,8,5,320,0.1154,44,4.0,0.0,1,63.02,0,1,0,5.2,0
69,1,0,18,22,6,9,562,-0.3818,42,1.0,0.0,1,36.63,0,0,1,4.705882352941177,0
70,4,0,9,9,10,0,266,-0.128,20,4.333333333333333,-0.333333333333333,3,39.67,0,1,0,5.695652173913044,0
71,1,0,3,4,1,4,109,0.024,15,1.5,-0.5,2,68.77,0,0,1,5.0,0
72,2,0,4,5,2,2,109,0.4939,36,2.0,0.0,1,77.23,1,0,0,4.545454545454546,0
73,4,1,11,18,5,8,376,-0.2263,38,4.0,0.0,2,67.76,0,1,0,4.405405405405405,0
74,1,0,62,70,25,27,1725,-0.7732,39,1.0,0.0,2,-54.73,0,0,1,4.680851063829787,0
75,1,0,9,7,3,7,207,0.0,8,1.0,0.0,1,71.14,0,0,1,4.9411764705882355,0
76,4,0,20,20,7,3,436,-0.1779,39,4.0,0.0,1,64.38,0,1,0,4.96875,0
77,4,1,7,13,6,3,268,0.7964,34,2.5,1.5,2,51.18,1,1,1,5.2,0
78,1,0,5,9,2,4,163,0.2755,5,1.0,0.0,1,92.12,1,0,0,4.230769230769231,0
79,3,1,28,30,13,16,892,0.9432,33,2.0,1.0,2,17.69,1,1,1,4.6923076923076925,0
80,4,0,3,6,4,2,107,0.6486,12,4.0,0.0,1,88.74,1,1,1,4.5,0
81,4,0,8,6,6,3,166,0.802,14,4.0,0.0,1,87.05,1,1,1,5.0,0
82,4,1,26,34,18,20,783,0.9892,23,4.0,0.0,1,17.69,1,1,1,4.769230769230769,0
83,4,0,6,7,8,4,184,0.0,53,4.0,0.0,1,86.03,0,1,0,4.421052631578948,0
84,3,0,12,12,6,4,250,0.0258,22,3.0,0.0,1,66.07,0,1,0,4.863636363636363,0
85,4,0,5,10,7,5,231,0.7351,16,4.0,0.0,1,68.1,1,1,1,4.8,0
86,4,1,16,7,5,6,322,0.7003,11,4.0,0.0,1,69.45,1,1,1,4.777777777777778,0
87,4,1,12,17,7,6,332,0.8979,8,4.0,0.0,2,66.41,1,1,1,4.766666666666667,0
88,4,1,5,17,7,11,333,0.7783,12,4.0,0.0,1,80.96,1,1,1,4.291666666666667,0
89,1,1,9,18,8,7,356,-0.836,21,1.0,0.0,1,47.12,0,0,1,5.25,0
90,4,0,10,10,2,3,197,0.7269,23,4.0,0.0,1,59.64,1,1,1,4.5,0
91,4,0,13,15,6,4,335,0.6808,31,4.0,0.0,1,70.47,1,1,1,4.346153846153846,0
92,4,1,11,15,9,4,326,-0.5994,22,4.0,0.0,1,68.44,0,1,0,4.75,0
93,4,0,6,8,5,5,245,0.3008,11,4.5,-0.5,2,59.64,1,1,1,5.0,0
94,4,0,5,7,1,4,150,0.7259,8,4.0,0.0,1,72.16,1,1,1,4.5625,0
95,4,0,3,10,6,4,181,0.8807,20,4.0,0.0,1,98.55,1,1,1,4.666666666666667,0
96,3,0,8,8,3,0,160,-0.2732,23,3.0,0.0,2,80.62,0,1,0,4.4375,0
97,4,0,16,15,7,9,330,0.8973,32,4.5,-0.5,2,65.39,1,1,1,4.193548387096774,0
98,2,0,10,20,5,5,317,0.6124,14,2.0,0.0,1,60.99,1,0,0,4.592592592592593,0
99,4,1,10,14,8,8,439,0.6369,62,4.0,0.0,1,44.41,1,1,1,5.885714285714286,0
100,4,1,20,29,14,13,619,0.8519,21,4.0,0.0,1,34.94,1,1,1,4.704918032786885,0
101,4,1,4,8,1,3,121,0.6369,41,4.0,0.0,1,85.69,1,1,1,4.636363636363637,0
102,2,0,13,20,6,4,422,0.8871,24,2.0,0.0,1,49.83,1,0,0,4.2368421052631575,0
103,4,0,12,10,3,3,372,0.4939,18,4.0,0.0,1,-15.5,1,1,1,10.947368421052632,0
104,4,0,7,10,3,6,201,0.7543,7,3.0,1.0,2,91.45,1,1,1,3.9545454545454546,0
105,1,1,9,11,4,4,256,0.7646,54,1.0,0.0,1,65.05,1,0,0,5.043478260869565,0
106,4,0,6,14,1,2,217,0.0,18,4.0,0.0,2,82.65,0,1,0,5.214285714285714,0
107,4,0,3,7,1,2,112,0.7845,20,3.5,0.5,2,73.85,1,1,1,5.666666666666667,0
108,3,1,8,11,7,11,282,-0.8288,52,3.5,-0.5,2,53.55,0,1,0,4.653846153846154,0
109,3,0,9,17,5,5,294,0.8957,9,3.0,0.0,1,51.18,1,1,1,4.8,0
110,4,0,8,17,6,8,297,0.9413,19,4.0,0.0,1,84.34,1,1,1,3.896551724137931,0
111,4,1,6,6,3,7,182,-0.3915,11,4.0,0.0,1,80.62,0,1,0,4.625,0
112,4,0,6,7,6,4,188,0.6705,7,4.0,0.0,1,75.54,1,1,1,4.666666666666667,0
113,4,0,44,35,23,28,1144,0.0258,17,4.0,0.0,1,-19.2,0,1,0,5.132075471698113,0
114,4,1,6,9,5,0,175,0.886,4,4.0,0.0,2,56.25,1,1,1,5.066666666666666,0
115,4,0,6,14,8,6,271,0.9509,9,4.0,0.0,1,73.51,1,1,1,4.826086956521739,0
116,4,0,6,10,2,3,180,0.1531,31,4.0,0.0,1,33.92,0,1,0,5.416666666666667,0
117,4,0,7,11,9,5,248,0.7506,12,4.0,0.0,1,78.93,1,1,1,4.3076923076923075,0
118,4,0,48,42,32,22,1193,0.9707,29,4.0,0.0,1,-43.56,1,1,1,4.653846153846154,0
119,3,0,7,6,5,3,151,-0.5719,3,3.0,0.0,1,99.57,0,1,0,4.357142857142857,0
120,4,0,11,7,8,2,229,0.8481,24,4.0,0.0,1,85.02,1,1,1,4.65,0
121,4,0,4,10,2,4,173,0.7906,23,2.5,1.5,2,63.7,1,1,1,5.5,0
122,4,0,7,6,4,2,154,0.9274,12,4.0,0.0,1,80.62,1,1,1,4.6875,0
123,4,0,3,6,2,2,118,0.3724,21,4.0,0.0,1,79.26,1,1,1,4.444444444444445,0
124,4,0,3,7,5,2,110,0.4404,20,4.0,0.0,2,108.03,1,1,1,4.142857142857143,0
125,4,0,10,6,4,2,182,0.8225,35,4.5,-0.5,2,80.62,1,1,1,5.125,0
126,4,0,7,9,5,6,246,-0.5574,14,3.5,0.5,2,60.65,0,1,0,5.2631578947368425,0
127,4,0,17,17,11,10,427,-0.2023,8,3.5,0.5,2,40.69,0,1,0,4.723404255319149,0
128,4,0,8,5,4,4,182,0.2023,17,4.0,0.0,1,81.63,1,1,1,4.466666666666667,0
129,3,1,1,5,3,4,119,0.6656,16,3.5,-0.5,2,111.07,1,1,1,3.727272727272727,0
130,4,1,3,4,5,2,110,0.9413,5,4.0,0.0,2,93.14,1,1,1,4.416666666666667,0
131,4,0,12,9,4,2,244,-0.3612,22,4.0,0.0,1,49.15,0,1,0,5.136363636363637,0
132,4,0,4,7,3,2,152,-0.1027,8,4.0,0.0,1,74.19,0,1,0,4.285714285714286,0
133,3,1,8,6,8,5,227,0.6124,15,3.0,0.0,1,57.61,1,1,1,4.7727272727272725,0
134,1,0,17,14,5,7,348,0.4215,32,1.0,0.0,1,49.49,1,0,0,5.033333333333333,0
135,4,1,9,8,5,3,197,0.6369,7,4.0,0.0,1,87.05,1,1,1,4.833333333333333,0
136,4,0,5,9,3,11,197,0.3859,9,4.0,0.0,1,77.57,1,1,1,4.315789473684211,0
137,1,0,5,5,6,4,148,0.5106,16,1.0,0.0,1,84.68,1,0,0,4.916666666666667,0
138,1,0,8,13,3,7,251,0.4767,20,1.0,0.0,1,40.35,1,0,0,6.071428571428571,0
139,4,1,3,8,5,3,142,0.7964,9,4.5,-0.5,2,92.12,1,1,1,4.153846153846154,0
140,3,1,23,23,14,13,617,0.7783,21,3.0,0.0,1,31.9,1,1,1,4.765625,0
141,1,1,5,6,1,3,142,-0.5371,20,1.0,0.0,1,80.62,0,0,1,4.5,0
142,4,1,17,19,14,10,422,0.9186,17,4.0,0.0,1,46.44,1,1,1,4.909090909090909,0
143,4,0,6,8,5,2,168,0.34,18,4.0,0.0,1,82.65,1,1,1,4.785714285714286,0
144,2,0,12,22,10,9,496,0.802,33,2.0,0.0,1,52.2,1,0,0,4.681818181818182,0
145,1,0,25,22,15,15,740,0.6124,27,1.0,0.0,1,11.59,1,0,0,5.610169491525424,0
146,1,0,4,6,3,6,171,-0.5727,12,1.0,0.0,1,65.73,0,0,1,4.5,0
147,3,1,5,4,3,5,106,0.6597,23,2.0,1.0,2,87.72,1,1,1,4.777777777777778,0
148,3,0,7,13,4,6,235,-0.0516,15,3.0,0.0,1,53.21,0,1,0,5.611111111111111,0
149,1,0,39,49,25,26,1262,0.9801,48,1.0,0.0,1,-22.25,1,0,0,4.770642201834862,0
150,4,0,8,8,8,2,208,0.886,15,3.6666666666666665,0.3333333333333335,3,62.68,1,1,1,4.588235294117647,0
151,4,1,20,27,12,11,560,0.8885,45,4.0,0.0,2,28.51,1,1,1,4.559322033898305,0
152,4,0,5,6,5,2,210,0.9349,9,4.0,0.0,1,75.54,1,1,1,4.476190476190476,0
153,1,0,16,4,5,0,226,-0.6369,10,1.0,0.0,1,65.39,0,0,1,4.774193548387097,0
154,2,0,9,12,4,8,253,0.2023,12,1.5,0.5,2,68.44,1,0,0,4.428571428571429,0
155,2,0,140,105,59,44,3422,0.9913,47,2.0,0.0,1,-214.42,1,0,0,4.979310344827586,0
156,4,0,6,5,4,0,131,0.5267,22,4.0,0.0,1,75.2,1,1,1,5.230769230769231,0
157,4,0,11,17,7,3,291,0.9217,18,4.0,0.0,1,68.44,1,1,1,4.642857142857143,0
158,4,0,5,10,4,5,173,0.3603,20,4.0,0.0,1,77.57,1,1,1,4.7894736842105265,0
159,4,0,31,58,22,21,1220,-0.6656,35,4.0,0.0,1,-8.04,0,1,0,4.863157894736842,0
160,3,0,6,9,3,2,169,0.0,22,3.5,-0.5,2,74.19,0,1,0,4.714285714285714,0
161,4,0,6,8,6,0,126,0.91,9,4.0,0.0,1,94.15,1,1,1,4.636363636363637,0
162,4,0,5,7,3,3,145,0.802,13,4.5,-0.5,2,74.19,1,1,1,4.428571428571429,0
163,4,0,12,17,5,6,311,0.9702,23,4.0,0.0,1,73.85,1,1,1,4.290322580645161,0
164,2,0,5,16,7,8,303,0.3506,26,2.0,0.0,1,65.05,1,0,0,5.478260869565218,0
165,4,0,10,9,6,2,220,0.9136,32,4.0,0.0,1,52.19,1,1,1,4.947368421052632,0
166,1,0,23,37,12,10,796,0.9751,38,1.0,0.0,1,26.82,1,0,0,4.63768115942029,0
167,4,0,12,13,3,3,294,0.9081,30,4.0,0.0,1,57.61,1,1,1,4.7272727272727275,0
168,1,0,17,15,10,5,492,0.8779,30,1.0,0.0,1,-2.97,1,0,0,6.625,0
169,3,0,18,12,8,2,445,-0.93,11,3.0,0.0,1,15.99,0,1,0,5.631578947368421,0
170,4,0,16,10,10,3,302,0.93,32,4.0,0.0,1,58.96,1,1,1,4.379310344827586,0
171,4,1,9,10,3,4,197,0.0,14,4.0,0.0,1,60.65,0,1,0,4.947368421052632,0
172,4,0,32,26,16,9,927,-0.7096,17,4.0,0.0,1,-19.21,0,1,0,5.679012345679013,0
173,4,0,6,11,4,7,229,0.8442,19,4.0,0.0,2,54.22,1,1,1,5.294117647058823,0
174,3,1,13,14,9,8,334,0.7845,70,3.0,0.0,1,66.41,1,1,1,4.333333333333333,0
175,4,1,14,13,8,5,348,0.5831,42,4.0,0.0,1,52.87,1,1,1,4.914285714285715,0
176,4,1,6,6,2,2,165,0.7906,17,4.0,0.0,2,41.36,1,1,1,6.076923076923077,0
177,4,0,6,12,5,8,247,0.6249,5,4.5,-0.5,2,80.62,1,1,1,4.0625,0
178,1,0,10,13,5,7,306,0.4939,5,1.0,0.0,1,71.48,1,0,0,4.84,0
179,4,0,9,6,13,0,222,0.9153,11,4.0,0.0,1,59.64,1,1,1,5.7,0
180,3,0,25,21,10,13,602,0.8957,34,3.0,0.0,1,22.08,1,1,1,5.12280701754386,0
181,4,0,8,10,3,8,234,0.7717,8,4.0,0.0,1,75.54,1,1,1,4.333333333333333,0
182,3,0,12,14,3,8,318,0.7033,36,3.0,0.0,1,57.95,1,1,1,4.8,0
183,3,1,5,8,3,3,198,0.6249,9,3.5,-0.5,2,66.74,1,1,1,5.230769230769231,0
184,4,0,12,6,6,4,242,0.9081,35,4.5,-0.5,2,48.13,1,1,1,5.304347826086956,0
185,4,0,21,21,9,12,664,0.959,7,2.5,1.5,2,14.64,1,1,1,5.375,0
186,4,1,20,18,5,2,465,0.8442,36,4.0,0.0,2,17.0,1,1,1,5.783783783783784,0
187,4,0,16,22,5,6,409,0.8587,18,4.0,0.0,1,60.32,1,1,1,4.611111111111111,0
188,1,0,4,7,5,5,172,0.2769,9,1.0,0.0,2,81.63,1,0,0,4.8,0
189,4,0,7,9,11,4,239,0.4588,41,4.0,0.0,2,62.68,1,1,1,5.294117647058823,0
190,4,1,9,14,11,4,288,0.7783,13,4.0,0.0,2,74.87,1,1,1,4.5,0
191,4,0,7,7,6,3,207,0.0,20,4.0,0.0,1,78.59,0,1,0,4.944444444444445,0
192,4,0,5,5,7,6,201,0.872,25,4.0,0.0,1,94.49,1,1,1,4.473684210526316,0
193,3,0,4,5,3,2,119,0.0,9,3.0,0.0,1,78.25,0,1,0,5.1,0
194,2,0,4,11,4,6,191,-0.3818,9,3.0,-1.0,2,96.52,0,0,1,4.235294117647059,0
195,4,0,5,7,5,3,158,0.1779,16,4.0,0.0,1,65.73,0,1,0,5.5,0
196,4,0,12,16,6,7,339,0.4749,12,4.0,0.0,1,50.84,1,1,1,4.702702702702703,0
197,3,0,7,11,5,5,229,0.8519,18,3.0,0.0,1,58.62,1,1,1,4.571428571428571,0
198,4,0,24,19,10,8,625,0.4215,23,4.0,0.0,1,2.79,1,1,1,5.980392156862745,0
199,1,0,7,7,5,3,172,0.5705,9,1.0,0.0,2,80.62,1,0,0,4.75,0
200,4,1,11,17,12,4,355,0.802,13,4.5,-0.5,2,51.52,1,1,1,5.071428571428571,0
201,4,0,1,8,3,1,114,0.0,44,4.0,0.0,1,64.37,0,1,0,4.714285714285714,0
202,4,0,8,9,4,4,208,0.0,20,4.0,0.0,1,55.24,0,1,0,5.6875,0
203,4,0,8,12,5,5,257,0.5559,9,3.5,0.5,2,40.69,1,1,1,5.590909090909091,0
204,4,0,9,4,4,0,153,0.5574,8,4.0,0.0,1,64.71,1,1,1,5.2,0
205,4,1,4,5,3,3,113,0.4404,16,4.0,0.0,1,92.12,1,1,1,4.461538461538462,0
206,4,0,3,7,5,3,150,0.8074,11,4.0,0.0,2,74.19,1,1,1,4.642857142857143,0
207,1,0,7,11,4,3,224,-0.7783,37,1.0,0.0,2,59.64,0,0,1,5.15,0
208,4,1,4,8,1,2,114,0.0,8,4.0,0.0,1,88.74,0,1,0,5.25,0
209,4,1,16,23,12,12,562,0.9578,29,4.0,0.0,1,29.53,1,1,1,4.5,0
210,4,0,10,7,3,3,186,0.0,11,4.0,0.0,1,99.91,0,1,0,4.045454545454546,0
211,4,0,14,15,7,5,348,0.8828,25,4.0,0.0,1,72.84,1,1,1,4.15625,0
212,4,1,7,16,7,7,300,0.6369,16,3.5,0.5,2,77.91,1,1,1,3.962962962962963,0
213,1,0,8,8,5,5,187,-0.1779,22,1.0,0.0,1,67.08,0,0,1,4.428571428571429,0
214,4,0,23,16,20,13,648,0.7269,21,4.0,0.0,1,14.64,1,1,1,5.446428571428571,0
215,4,0,7,10,3,4,202,0.0258,26,4.0,0.0,1,72.16,0,1,0,4.5,0
216,1,1,13,15,7,4,303,-0.7669,52,1.0,0.0,2,75.88,0,0,1,4.413793103448276,0
217,2,0,9,11,6,4,407,0.9153,33,2.0,0.0,1,1.77,1,0,0,8.444444444444445,0
218,4,0,7,12,7,7,277,0.4404,26,4.0,0.0,1,58.96,1,1,1,4.9655172413793105,0
219,4,0,6,5,2,3,148,0.802,27,4.0,0.0,2,85.69,1,1,1,5.0,0
220,4,0,5,9,5,4,162,0.8074,15,4.0,0.0,1,64.71,1,1,1,4.866666666666666,0
221,4,1,13,13,6,11,351,0.5574,17,4.5,-0.5,2,69.79,1,1,1,4.457142857142857,0
222,4,1,12,21,8,10,398,0.7096,77,4.0,0.0,1,73.85,1,1,1,4.419354838709677,0
223,4,0,8,6,10,3,204,0.794,39,4.0,0.0,1,70.13,1,1,1,4.888888888888889,0
224,1,0,7,11,6,5,240,0.0772,8,1.0,0.0,1,73.17,0,0,1,4.8,0
225,4,1,4,8,1,3,141,0.296,13,4.0,0.0,1,83.66,1,1,1,4.3076923076923075,0
226,3,0,4,9,3,7,148,-0.2579,9,3.0,0.0,1,67.76,0,1,0,5.0,0
227,4,0,4,8,3,7,172,0.1744,12,4.0,0.0,1,74.19,0,1,0,4.571428571428571,0
228,4,0,5,4,8,5,153,0.765,11,4.0,0.0,1,72.16,1,1,1,4.75,0
229,4,1,6,9,7,3,180,0.8126,52,4.0,0.0,1,74.19,1,1,1,4.642857142857143,0
230,4,1,33,45,16,13,889,0.9761,37,3.5,0.5,2,16.67,1,1,1,4.594936708860759,0
231,1,1,8,10,5,4,193,-0.5122,10,1.0,0.0,1,86.03,0,0,1,4.2105263157894735,0
232,4,1,7,13,3,7,224,0.0114,14,3.5,0.5,2,80.96,0,1,0,4.208333333333333,0
233,4,0,10,13,7,7,306,0.8023,21,4.0,0.0,1,71.48,1,1,1,4.56,0
234,4,1,12,11,5,5,258,-0.0572,21,4.0,0.0,1,82.99,0,1,0,4.7272727272727275,0
235,4,0,17,17,11,8,437,0.1531,59,4.0,0.0,1,63.7,0,1,0,4.2439024390243905,0
236,1,0,8,10,6,2,205,0.1027,8,1.0,0.0,2,76.56,0,0,1,4.5,0
237,4,0,7,5,5,5,198,0.8316,12,4.0,0.0,2,61.67,1,1,1,4.888888888888889,0
238,4,1,10,21,6,9,371,0.7351,16,4.0,0.0,2,66.41,1,1,1,4.733333333333333,0
239,4,0,18,25,8,8,495,0.4215,50,4.0,0.0,1,35.62,1,1,1,4.961538461538462,0
240,4,1,7,7,2,1,146,0.802,16,4.0,0.0,1,67.76,1,1,1,5.75,0
241,3,0,4,13,5,7,222,-0.3612,14,3.0,0.0,1,53.21,0,1,0,5.111111111111111,0
242,4,1,19,19,15,11,551,0.926,39,4.0,0.0,1,50.17,1,1,1,5.0,0
243,4,0,3,5,5,3,109,0.8979,20,4.0,0.0,1,111.07,1,1,1,4.545454545454546,0
244,4,1,14,9,5,2,249,0.8834,22,4.0,0.0,1,67.42,1,1,1,4.551724137931035,0
245,4,0,10,12,8,8,309,0.872,32,4.0,0.0,2,63.02,1,1,1,5.28,0
246,4,1,12,10,7,5,293,0.2732,16,4.0,0.0,1,66.41,1,1,1,4.766666666666667,0
247,2,0,18,3,6,1,270,-0.5574,8,2.0,0.0,1,29.86,0,0,1,4.780487804878049,0
248,4,0,12,7,3,2,404,0.8074,16,4.0,0.0,1,-8.73,1,1,1,8.068965517241379,0
249,1,0,2,12,4,6,187,0.0,21,1.0,0.0,1,61.67,0,0,1,4.555555555555555,0
250,4,0,17,17,15,8,494,0.8176,15,4.0,0.0,1,45.77,1,1,1,5.0476190476190474,0
251,4,0,29,36,25,12,1010,0.3818,30,4.0,0.0,1,-19.88,1,1,1,5.483516483516484,0
252,4,0,6,4,3,0,122,0.6486,18,4.0,0.0,1,104.64,1,1,1,4.888888888888889,0
253,4,0,5,9,5,5,196,0.6124,10,4.0,0.0,1,73.51,1,1,1,4.565217391304348,0
254,4,0,9,5,8,0,168,0.9719,22,4.0,0.0,1,71.14,1,1,1,4.470588235294118,0
255,4,1,9,16,11,7,308,0.9413,12,4.0,0.0,1,83.33,1,1,1,4.366666666666666,0
256,4,1,2,5,3,2,114,0.4215,18,4.0,0.0,1,88.74,1,1,1,4.5,0
257,4,0,9,12,10,8,279,0.8602,19,4.0,0.0,1,76.9,1,1,1,4.035714285714286,0
258,4,0,3,5,6,3,122,0.6908,10,4.0,0.0,1,69.79,1,1,1,5.6,0
